sentence_id,sentence,sentiment_label
339,An exhilarating experience.,2
340,Its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition.,1
341,Remarkably accessible and affecting.,2
342,"The climactic events are so well realized that you may forget all about the original conflict, just like the movie does.",1
343,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,0
344,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,0
345,"""Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace still, Myer's energy and the silliness of it all eventually prevail.""",1
346,"We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",0
347,"Most haunting about ``Fence'' is its conclusion, when we hear the ultimate fate of these girls and realize, much to our dismay, that this really did happen.",2
348,"Bogdanovich taps deep into the Hearst mystique, entertainingly reenacting a historic scandal.",2
349,"Peralta's mythmaking could have used some informed, adult hindsight.",1
350,"``My god, I'm behaving like an idiot!''",1
351,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",2
352,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.",2
353,Gollum's `performance' is incredible!,2
354,"... a haunting vision, with images that seem more like disturbing hallucinations.",0
355,"As a remake, it's a pale imitation.",0
356,Adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like Pinocchio.,1
357,"Not as distinctive or even as humorous as its needs to be to stand out, but it has clearly been made with affection and care.",1
358,A generic family comedy unlikely to be appreciated by anyone outside the under-10 set.,0
359,"An amalgam of The Fugitive, Blade Runner, and Total Recall, only without much energy or tension.",1
360,"Everything its title implies, a standard-issue crime drama spat out from the Tinseltown assembly line.",1
361,"This odd, poetic road movie, spiked by jolts of pop music, pretty much takes place in Morton's ever-watchful gaze -- and it's a tribute to the actress, and to her inventive director, that the journey is such a mesmerizing one.",2
362,"Co-writer/director Jonathan Parker's attempts to fashion a Brazil-like, hyper-real satire fall dreadfully short.",0
363,"An amateurish, quasi-improvised acting exercise shot on ugly digital video.",0
364,"``The Kid Stays in the Picture'' is a great story, terrifically told by the man who wrote it but this Cliff Notes edition is a cheat.",1
365,"A gratingly unfunny groaner littered with zero-dimensional, unlikable characters and hackneyed, threadbare comic setups.",0
366,"While this gentle and affecting melodrama will have luvvies in raptures, it's far too slight and introspective to appeal to anything wider than a niche audience.",1
367,Griffin & Co. manage to be spectacularly outrageous.,2
368,"A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",0
369,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality.",2
370,It isn't that Stealing Harvard is a horrible movie -- if only it were that grand a failure!,0
371,It just doesn't have much else... especially in a moral sense.,1
372,Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering.,1
373,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.",1
374,"But the talented cast alone will keep you watching, as will the fight scenes.",2
375,It's solid and affecting and exactly as thought-provoking as it should be.,2
376,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",0
377,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days",2
378,"An important movie, a reminder of the power of film to move us and to make us examine our values.",2
379,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger, more complicated story, one that never materializes.",0
380,A richly imagined and admirably mature work from a gifted director who definitely has something on his mind.,2
381,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",2
382,"... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.",1
383,But what's nice is that there's a casual intelligence that permeates the script.,2
384,Wedding feels a bit anachronistic.,0
385,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.",2
386,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.",0
387,"Every individual will see the movie through the prism of his or her own beliefs and prejudices, but the one thing most will take away is the sense that peace is possible.",2
388,"Feels slight, as if it were an extended short, albeit one made by the smartest kids in class.",1
389,The picture doesn't know it's a comedy.,1
390,A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done.,2
391,"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.",0
392,The sort of movie that gives tastelessness a bad rap.,0
393,Its engaging simplicity is driven by appealing leads.,2
394,"Fans of the TV series will be disappointed, and everyone else will be slightly bored.",1
395,"It's a head-turner -- thoughtfully written, beautifully read and, finally, deeply humanizing.",2
396,"""Bray is completely at sea with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.""",0
397,"It's not a particularly good film, but neither is it a monsterous one.",1
398,Men in Black II achieves ultimate insignificance -- it's the sci-fi comedy spectacle as Whiffle-Ball epic.,0
399,Martyr gets royally screwed and comes back for more.,1
